"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"10.08.2018","3,8440","4,0570","4,0600","3,8225","150,72M","-5,25%"
"09.08.2018","4,0570","4,0450","4,0570","3,9640","87,81M","-0,36%"
"08.08.2018","4,0715","4,1265","4,1280","4,0250","96,29M","-0,94%"
"07.08.2018","4,1100","4,0700","4,1225","4,0220","81,80M","2,15%"
"06.08.2018","4,0235","4,0700","4,0740","4,0200","84,32M","-0,95%"
"03.08.2018","4,0620","4,1075","4,1075","4,0145","76,96M","-0,89%"
"02.08.2018","4,0985","4,1460","4,1555","4,0700","85,68M","-1,29%"
"01.08.2018","4,1520","4,1495","4,1700","4,0940","68,50M","0,23%"
"31.07.2018","4,1425","4,1090","4,1700","4,0580","87,35M","1,09%"
"30.07.2018","4,0980","4,1595","4,1595","4,0820","65,03M","-1,50%"
"27.07.2018","4,1605","4,1995","4,2000","4,1410","51,89M","-0,94%"
"26.07.2018","4,2000","4,2085","4,2310","4,1800","59,33M","0,47%"
"25.07.2018","4,1805","4,2100","4,2365","4,1315","87,20M","-1,17%"
"24.07.2018","4,2300","4,2520","4,2855","4,2100","80,21M","-0,34%"
"23.07.2018","4,2445","4,2630","4,2690","4,2100","90,95M","0,11%"
"20.07.2018","4,2400","4,3585","4,3590","4,2015","107,65M","-3,25%"
"19.07.2018","4,3825","4,4035","4,4035","4,3315","90,74M","-0,54%"
"18.07.2018","4,4065","4,3510","4,4275","4,3475","131,42M","1,01%"
"17.07.2018","4,3625","4,3365","4,3975","4,2505","114,94M","0,58%"
"16.07.2018","4,3375","4,3085","4,3425","4,2175","71,12M","0,53%"
"13.07.2018","4,3145","4,2560","4,3590","4,2195","96,28M","1,66%"
"12.07.2018","4,2440","4,3700","4,3945","4,1880","145,80M","-2,67%"
"11.07.2018","4,3605","4,3800","4,4300","4,3315","105,03M","-0,45%"
"10.07.2018","4,3800","4,3000","4,4340","4,2400","211,98M","1,88%"
"09.07.2018","4,2990","4,2265","4,2995","4,1900","123,30M","2,16%"
"06.07.2018","4,2080","4,1340","4,2345","4,0965","94,70M","1,79%"
"05.07.2018","4,1340","4,1205","4,1460","4,0900","58,42M","0,34%"
"04.07.2018","4,1200","4,0510","4,1300","4,0510","62,81M","1,75%"
"03.07.2018","4,0490","4,0755","4,1190","4,0400","78,87M","-0,55%"
"02.07.2018","4,0715","4,0625","4,1340","4,0625","104,40M","-0,70%"
"29.06.2018","4,1000","4,0670","4,1000","4,0265","83,92M","0,82%"
"28.06.2018","4,0665","4,0650","4,0790","4,0000","80,39M","-0,09%"
"27.06.2018","4,0700","4,0805","4,1000","4,0460","61,41M","0,47%"
"26.06.2018","4,0510","4,0765","4,1255","4,0510","68,51M","-0,91%"
"25.06.2018","4,0880","4,1400","4,1520","4,0470","94,22M","-1,04%"
"22.06.2018","4,1310","4,1360","4,1855","4,1010","132,04M","0,38%"
"21.06.2018","4,1155","4,0925","4,1885","4,0675","186,56M","0,57%"
"20.06.2018","4,0920","4,0700","4,1565","4,0700","112,49M","-0,11%"
"19.06.2018","4,0965","4,0900","4,1325","4,0655","161,37M","-0,24%"
"18.06.2018","4,1065","4,0300","4,1690","4,0175","125,20M","1,40%"
"15.06.2018","4,0500","4,0480","4,0595","3,9800","132,51M","0,51%"
"14.06.2018","4,0295","4,1155","4,1240","4,0265","72,96M","-1,72%"
"13.06.2018","4,1000","4,1110","4,1495","4,0525","85,06M","-0,49%"
"11.06.2018","4,1200","4,1300","4,1590","4,0105","47,06M","0,71%"
"09.06.2018","4,0910","4,0905","4,1150","4,0850","7,63M","0,01%"
"08.06.2018","4,0905","4,1830","4,2040","4,0580","159,58M","-2,61%"
"07.06.2018","4,2000","4,1900","4,2250","4,1830","87,77M","0,27%"
"06.06.2018","4,1885","4,2220","4,2380","4,1550","63,40M","-0,79%"
"05.06.2018","4,2220","4,1640","4,2220","4,1470","95,20M","1,82%"
"04.06.2018","4,1465","4,0560","4,1490","4,0560","77,85M","2,43%"
"01.06.2018","4,0480","4,0500","4,1200","4,0480","80,40M","-0,78%"
"31.05.2018","4,0800","3,9615","4,0800","3,9300","210,31M","0,25%"
"30.05.2018","4,0700","4,0210","4,0730","4,0030","114,73M","1,70%"
"29.05.2018","4,0020","4,0600","4,0900","3,9615","76,54M","-0,76%"
"28.05.2018","4,0325","4,0500","4,0950","4,0310","34,57M","-0,43%"
"25.05.2018","4,0500","3,9920","4,0600","3,9905","62,89M","1,49%"
"24.05.2018","3,9905","4,0190","4,0340","3,9875","62,21M","0,01%"
"23.05.2018","3,9900","4,0225","4,0725","3,9830","75,02M","-1,49%"
"22.05.2018","4,0505","3,9900","4,0505","3,9720","106,37M","1,43%"
"21.05.2018","3,9935","4,1040","4,1040","3,9875","174,98M","-3,66%"
"18.05.2018","4,1450","4,0050","4,1790","3,9500","174,81M","3,62%"
"17.05.2018","4,0000","4,0100","4,1095","4,0000","234,08M","0,50%"
"16.05.2018","3,9800","3,9080","3,9885","3,8730","129,00M","2,43%"
"15.05.2018","3,8855","3,9340","3,9515","3,8855","101,26M","-2,13%"
"14.05.2018","3,9700","3,9850","3,9950","3,9250","65,62M","-0,36%"
"11.05.2018","3,9845","3,9420","3,9845","3,8985","69,66M","1,08%"
"10.05.2018","3,9420","3,9400","4,0170","3,8975","143,43M","0,46%"
"08.05.2018","3,9240","3,9000","3,9240","3,8510","79,93M","0,23%"
"07.05.2018","3,9150","3,8355","3,9270","3,8355","78,15M","2,17%"
"04.05.2018","3,8320","3,8575","3,8820","3,8200","66,93M","0,31%"
"03.05.2018","3,8200","4,0155","4,0155","3,8075","158,52M","-4,87%"
"02.05.2018","4,0155","3,9905","4,0265","3,9600","61,31M","0,39%"
"30.04.2018","4,0000","3,9495","4,0690","3,9150","65,42M","1,63%"
"28.04.2018","3,9360","3,9550","3,9550","3,9210","5,96M","-0,98%"
"27.04.2018","3,9750","3,9105","3,9750","3,9105","41,67M","1,40%"
"26.04.2018","3,9200","3,9605","3,9605","3,8900","73,49M","-1,05%"
"25.04.2018","3,9615","3,9405","3,9805","3,9100","71,96M","0,55%"
"24.04.2018","3,9400","3,8795","3,9400","3,8650","63,50M","2,34%"
"23.04.2018","3,8500","3,9080","3,9395","3,8405","90,28M","-1,53%"
"20.04.2018","3,9100","3,9100","3,9400","3,8685","82,38M","-0,31%"
"19.04.2018","3,9220","3,9800","4,0000","3,8755","97,39M","-0,71%"
"18.04.2018","3,9500","3,8680","3,9790","3,8680","105,21M","2,20%"
"17.04.2018","3,8650","3,8900","3,9200","3,8525","85,52M","0,13%"
"16.04.2018","3,8600","3,7565","3,8770","3,7355","125,18M","2,93%"
"13.04.2018","3,7500","3,8000","3,8200","3,7005","69,36M","-1,06%"
"12.04.2018","3,7900","3,7600","3,8345","3,6760","147,90M","1,61%"
"11.04.2018","3,7300","3,7445","3,7445","3,6065","164,27M","1,36%"
"10.04.2018","3,6800","3,6500","3,7700","3,6200","191,70M","0,55%"
"09.04.2018","3,6600","3,9250","3,9630","3,6510","280,30M","-6,87%"
"06.04.2018","3,9300","3,9670","3,9700","3,9105","83,72M","-1,03%"
"05.04.2018","3,9710","3,8810","3,9885","3,8810","109,01M","2,08%"
"04.04.2018","3,8900","3,8800","3,9100","3,8420","127,75M","0,05%"
"03.04.2018","3,8880","3,8615","3,8970","3,8200","134,44M","0,73%"
"02.04.2018","3,8600","3,8240","3,8970","3,8015","155,96M","1,05%"
"30.03.2018","3,8200","3,8300","3,8305","3,8000","21,86M","-0,26%"
"29.03.2018","3,8300","3,7500","3,8300","3,7155","182,00M","2,49%"
"28.03.2018","3,7370","3,7440","3,7500","3,7125","104,77M","0,30%"
"27.03.2018","3,7260","3,7490","3,7900","3,6925","114,93M","-0,11%"
"26.03.2018","3,7300","3,7350","3,7555","3,6800","94,26M","-0,12%"
"23.03.2018","3,7345","3,7510","3,7965","3,7250","96,99M","-1,06%"
"22.03.2018","3,7745","3,8295","3,8295","3,7555","96,65M","-0,13%"
"21.03.2018","3,7795","3,7900","3,8390","3,7600","106,06M","-0,41%"
"20.03.2018","3,7950","3,7215","3,7950","3,7160","77,66M","2,02%"
"19.03.2018","3,7200","3,7470","3,7745","3,6870","133,90M","-2,07%"
"16.03.2018","3,7985","3,6200","3,7985","3,6165","222,22M","5,05%"
"15.03.2018","3,6160","3,6300","3,7880","3,5705","553,50M","-1,47%"
"14.03.2018","3,6700","3,8300","3,8300","3,6700","169,12M","-4,18%"
"13.03.2018","3,8300","3,8360","3,8375","3,8035","103,14M","0,00%"
"12.03.2018","3,8300","3,7870","3,8400","3,7870","80,30M","0,31%"
"09.03.2018","3,8180","3,7455","3,8180","3,7455","58,90M","1,29%"
"07.03.2018","3,7695","3,8000","3,8010","3,7125","119,74M","-1,32%"
"06.03.2018","3,8200","3,7930","3,8200","3,7325","78,47M","0,66%"
"05.03.2018","3,7950","3,7190","3,7950","3,6920","80,64M","2,11%"
"02.03.2018","3,7165","3,7295","3,7600","3,6610","65,74M","-0,35%"
"01.03.2018","3,7295","3,7085","3,7390","3,6715","106,36M","0,26%"
"28.02.2018","3,7200","3,7105","3,7500","3,6545","146,98M","0,26%"
"27.02.2018","3,7105","3,7790","3,7950","3,6845","96,21M","-1,58%"
"26.02.2018","3,7700","3,8000","3,8445","3,7500","167,41M","-0,46%"
"22.02.2018","3,7875","3,8150","3,8150","3,7250","121,96M","-0,88%"
"21.02.2018","3,8210","3,6800","3,8210","3,6585","88,32M","3,27%"
"20.02.2018","3,7000","3,7220","3,7280","3,6725","40,56M","-0,58%"
"19.02.2018","3,7215","3,7920","3,8190","3,7215","48,55M","-1,86%"
"16.02.2018","3,7920","3,8100","3,8260","3,7800","52,71M","-0,09%"
"15.02.2018","3,7955","3,7195","3,8000","3,6915","71,55M","2,10%"
"14.02.2018","3,7175","3,6800","3,7175","3,6520","47,41M","0,90%"
"13.02.2018","3,6845","3,6750","3,6995","3,6200","50,74M","0,05%"
"12.02.2018","3,6825","3,7105","3,7320","3,6465","66,98M","-0,41%"
"09.02.2018","3,6975","3,7580","3,7645","3,6550","74,81M","-1,71%"
"08.02.2018","3,7620","3,7705","3,8285","3,7575","71,02M","-1,13%"
"07.02.2018","3,8050","3,7375","3,8050","3,6720","82,88M","3,75%"
"06.02.2018","3,6675","3,6905","3,7385","3,6415","71,55M","-2,20%"
"05.02.2018","3,7500","3,7930","3,8185","3,7440","52,26M","-1,95%"
"02.02.2018","3,8245","3,8045","3,8570","3,7925","66,17M","0,13%"
"01.02.2018","3,8195","3,7905","3,8300","3,7800","52,21M","0,78%"
"31.01.2018","3,7900","3,7505","3,8690","3,7135","93,22M","0,53%"
"30.01.2018","3,7700","3,7800","3,7850","3,7400","47,55M","-0,48%"
"29.01.2018","3,7880","3,7575","3,7880","3,7390","48,94M","0,81%"
"26.01.2018","3,7575","3,7405","3,7600","3,6830","82,82M","0,20%"
"25.01.2018","3,7500","3,6785","3,7500","3,6320","94,29M","2,18%"
"24.01.2018","3,6700","3,6500","3,7110","3,6400","63,78M","0,27%"
"23.01.2018","3,6600","3,7500","3,7605","3,6200","108,95M","-2,32%"
"22.01.2018","3,7470","3,5595","3,7645","3,5460","183,74M","5,82%"
"19.01.2018","3,5410","3,4700","3,5550","3,4500","58,76M","1,77%"
"18.01.2018","3,4795","3,4485","3,5045","3,4425","80,44M","0,88%"
"17.01.2018","3,4490","3,4235","3,4490","3,3885","50,51M","-0,26%"
"16.01.2018","3,4580","3,4500","3,4580","3,4075","51,25M","0,19%"
"15.01.2018","3,4515","3,4560","3,4690","3,4110","40,33M","0,33%"
"12.01.2018","3,4400","3,4105","3,4400","3,4015","58,80M","0,88%"
"11.01.2018","3,4100","3,4745","3,4745","3,3805","128,84M","-1,53%"
"10.01.2018","3,4630","3,4980","3,5125","3,4305","88,07M","-0,52%"
"09.01.2018","3,4810","3,5600","3,5610","3,4810","107,03M","-1,78%"
"05.01.2018","3,5440","3,5750","3,5850","3,4730","60,86M","-0,67%"
"04.01.2018","3,5680","3,4000","3,5680","3,3810","65,25M","5,16%"
"03.01.2018","3,3930","3,4200","3,4200","3,3455","29,77M","-0,21%"
"29.12.2017","3,4000","3,3795","3,4000","3,3170","45,25M","0,95%"
"28.12.2017","3,3680","3,3965","3,4200","3,3360","36,37M","-0,74%"
"27.12.2017","3,3930","3,3220","3,3930","3,2240","101,41M","2,18%"
"26.12.2017","3,3205","3,4000","3,4015","3,3000","25,75M","-2,61%"
"25.12.2017","3,4095","3,3495","3,4170","3,3260","14,13M","2,08%"
"22.12.2017","3,3400","3,3645","3,4320","3,2710","65,11M","-0,51%"
"21.12.2017","3,3570","3,4100","3,4670","3,3345","69,48M","-2,19%"
"20.12.2017","3,4320","3,5150","3,5330","3,4320","101,01M","-1,63%"
"19.12.2017","3,4890","3,5725","3,5945","3,4890","49,03M","-2,42%"
"18.12.2017","3,5755","3,6000","3,6200","3,5380","47,02M","-0,47%"
"15.12.2017","3,5925","3,6000","3,6275","3,5920","64,68M","-0,73%"
"14.12.2017","3,6190","3,6035","3,6190","3,5575","46,14M","0,26%"
"13.12.2017","3,6095","3,5230","3,6095","3,5210","46,86M","1,96%"
"12.12.2017","3,5400","3,5935","3,6035","3,5060","56,42M","-1,12%"
"11.12.2017","3,5800","3,5140","3,5900","3,5140","58,96M","2,05%"
"08.12.2017","3,5080","3,5760","3,5995","3,4800","41,22M","-1,89%"
"07.12.2017","3,5755","3,6295","3,6295","3,5755","52,64M","-2,01%"
"06.12.2017","3,6490","3,6460","3,6490","3,5905","42,65M","0,80%"
"05.12.2017","3,6200","3,6405","3,6495","3,5910","39,20M","-0,55%"
"04.12.2017","3,6400","3,7275","3,7290","3,6310","73,81M","-2,41%"
"01.12.2017","3,7300","3,6540","3,7300","3,6540","51,43M","1,21%"
"30.11.2017","3,6855","3,6800","3,6865","3,5950","117,48M","0,15%"
"29.11.2017","3,6800","3,7000","3,7090","3,6545","35,80M","-0,49%"
"28.11.2017","3,6980","3,6750","3,6980","3,6350","32,66M","0,65%"
"27.11.2017","3,6740","3,6100","3,6740","3,5670","47,40M","1,90%"
"24.11.2017","3,6055","3,6700","3,6900","3,5775","43,85M","-1,41%"
"23.11.2017","3,6570","3,6970","3,7000","3,6425","25,40M","-0,88%"
"22.11.2017","3,6895","3,6090","3,6900","3,5905","63,05M","2,20%"
"21.11.2017","3,6100","3,6000","3,6265","3,5605","33,17M","0,28%"
"20.11.2017","3,6000","3,5330","3,6000","3,4900","59,32M","2,17%"
"17.11.2017","3,5235","3,6305","3,6570","3,5220","50,42M","-2,73%"
"16.11.2017","3,6225","3,6005","3,6445","3,5875","68,57M","0,63%"
"15.11.2017","3,6000","3,5955","3,6155","3,5790","43,85M","0,00%"
"14.11.2017","3,6000","3,6150","3,6455","3,5915","80,74M","-0,03%"
"13.11.2017","3,6010","3,6415","3,6530","3,5980","51,80M","-0,62%"
"10.11.2017","3,6235","3,6420","3,6600","3,6150","61,52M","-1,27%"
"09.11.2017","3,6700","3,6095","3,6700","3,5930","73,09M","1,66%"
"08.11.2017","3,6100","3,5510","3,6190","3,5500","71,92M","1,49%"
"07.11.2017","3,5570","3,5025","3,5635","3,5025","78,12M","2,02%"
"03.11.2017","3,4865","3,4610","3,5190","3,4610","50,07M","0,87%"
"02.11.2017","3,4565","3,5500","3,5500","3,4560","84,70M","-2,91%"
"01.11.2017","3,5600","3,6055","3,6055","3,5315","47,36M","-0,53%"
"31.10.2017","3,5790","3,6180","3,6265","3,5640","96,98M","-0,83%"
"30.10.2017","3,6090","3,6510","3,6510","3,6040","47,56M","-1,19%"
"27.10.2017","3,6525","3,6000","3,6525","3,6000","54,56M","1,74%"
"26.10.2017","3,5900","3,5820","3,6195","3,5630","61,77M","-0,44%"
"25.10.2017","3,6060","3,6530","3,6730","3,6060","50,07M","-1,07%"
"24.10.2017","3,6450","3,6685","3,6780","3,6210","68,21M","-0,48%"
"23.10.2017","3,6625","3,6800","3,7080","3,6600","69,16M","-0,48%"
"20.10.2017","3,6800","3,6525","3,6880","3,6525","42,21M","0,41%"
"19.10.2017","3,6650","3,7400","3,7400","3,6520","89,29M","-1,64%"
"18.10.2017","3,7260","3,7555","3,7555","3,7200","60,55M","-0,88%"
"17.10.2017","3,7590","3,7690","3,7695","3,7300","71,03M","-0,27%"
"16.10.2017","3,7690","3,7330","3,7690","3,7220","72,76M","0,67%"
"13.10.2017","3,7440","3,7210","3,7500","3,7210","39,47M","0,51%"
"12.10.2017","3,7250","3,7450","3,7510","3,7170","46,28M","-0,27%"
"11.10.2017","3,7350","3,7400","3,7740","3,7280","95,85M","0,11%"
"10.10.2017","3,7310","3,7550","3,7585","3,7220","54,67M","-0,64%"
"09.10.2017","3,7550","3,7490","3,7595","3,7230","39,82M","0,16%"
"06.10.2017","3,7490","3,7295","3,7530","3,7145","50,79M","0,70%"
"05.10.2017","3,7230","3,7550","3,7580","3,7075","48,96M","-0,53%"
"04.10.2017","3,7430","3,7795","3,7795","3,7185","38,33M","-0,51%"
"03.10.2017","3,7620","3,7220","3,7950","3,7145","67,62M","1,07%"
"02.10.2017","3,7220","3,7240","3,7530","3,7010","36,01M","0,27%"
"29.09.2017","3,7120","3,7410","3,7495","3,7090","97,82M","-1,00%"
"28.09.2017","3,7495","3,7870","3,7870","3,7405","81,86M","-0,96%"
"27.09.2017","3,7860","3,8035","3,8035","3,7585","93,03M","0,12%"
"26.09.2017","3,7815","3,8195","3,8300","3,7815","88,70M","-0,74%"
"25.09.2017","3,8095","3,8130","3,8400","3,7800","62,50M","-0,66%"
"22.09.2017","3,8350","3,8060","3,8500","3,8060","90,25M","0,66%"
"21.09.2017","3,8100","3,8555","3,8730","3,8100","98,57M","-1,30%"
"20.09.2017","3,8600","3,8460","3,8800","3,8160","65,20M","0,25%"
"19.09.2017","3,8505","3,8845","3,9090","3,8335","50,08M","-0,26%"
"18.09.2017","3,8605","3,9150","3,9365","3,8600","63,39M","-2,02%"
"15.09.2017","3,9400","3,8775","3,9400","3,8750","74,39M","1,55%"
"14.09.2017","3,8800","3,9005","3,9295","3,8710","61,27M","-0,77%"
"13.09.2017","3,9100","3,8990","3,9585","3,8735","109,29M","0,39%"
"12.09.2017","3,8950","3,8750","3,8990","3,8500","116,30M","1,17%"
"11.09.2017","3,8500","3,8905","3,9150","3,8500","86,73M","-1,03%"
"08.09.2017","3,8900","3,8255","3,8900","3,8255","79,11M","1,70%"
"07.09.2017","3,8250","3,8550","3,8955","3,8250","59,48M","-0,10%"
"06.09.2017","3,8290","3,8100","3,8500","3,7980","89,41M","0,67%"
"05.09.2017","3,8035","3,8320","3,8605","3,8035","66,13M","-0,95%"
"04.09.2017","3,8400","3,8670","3,8980","3,8290","40,46M","-0,88%"
"01.09.2017","3,8740","3,9100","3,9300","3,8650","73,66M","-1,42%"
"31.08.2017","3,9300","3,8740","3,9300","3,8480","101,44M","1,33%"
"30.08.2017","3,8785","3,8715","3,8800","3,8500","47,91M","0,54%"
"29.08.2017","3,8575","3,8600","3,9080","3,7940","135,11M","-0,32%"
"28.08.2017","3,8700","3,8515","3,8800","3,8400","49,96M","0,42%"
"25.08.2017","3,8540","3,8700","3,8715","3,8500","22,66M","-0,45%"
"24.08.2017","3,8715","3,8565","3,8740","3,8355","40,48M","0,72%"
"23.08.2017","3,8440","3,8435","3,8640","3,8310","45,03M","0,37%"
"22.08.2017","3,8300","3,8630","3,8670","3,8270","29,99M","-0,48%"
"21.08.2017","3,8485","3,8450","3,8790","3,8270","65,84M","0,09%"
"18.08.2017","3,8450","3,8295","3,8450","3,8060","38,13M","0,42%"
"17.08.2017","3,8290","3,8600","3,8630","3,8280","28,77M","-0,84%"
"16.08.2017","3,8615","3,8355","3,8935","3,8355","130,42M","0,34%"
"15.08.2017","3,8485","3,8615","3,8880","3,8200","72,98M","-0,30%"
"14.08.2017","3,8600","3,7930","3,8740","3,7815","69,72M","1,69%"
"11.08.2017","3,7960","3,7495","3,8150","3,7440","70,43M","0,94%"
"10.08.2017","3,7605","3,7910","3,8350","3,7600","69,33M","-0,82%"
"09.08.2017","3,7915","3,8915","3,9180","3,7855","95,40M","-2,51%"
"08.08.2017","3,8890","3,8890","3,8935","3,8510","60,47M","0,26%"
"07.08.2017","3,8790","3,7970","3,8820","3,7970","66,07M","1,08%"
"04.08.2017","3,8375","3,8380","3,8400","3,8155","36,78M","0,33%"
"03.08.2017","3,8250","3,8470","3,8600","3,8145","65,56M","-0,52%"
"02.08.2017","3,8450","3,7490","3,8700","3,7420","108,66M","3,08%"
"01.08.2017","3,7300","3,7500","3,7940","3,7300","74,47M","-1,32%"
"31.07.2017","3,7800","3,7455","3,7970","3,7120","58,22M","1,34%"
"28.07.2017","3,7300","3,7910","3,7970","3,7270","37,25M","-2,30%"
"27.07.2017","3,8180","3,8280","3,8390","3,7705","40,01M","0,10%"
"26.07.2017","3,8140","3,7450","3,8380","3,7445","74,63M","1,84%"
"25.07.2017","3,7450","3,8360","3,8585","3,7410","78,55M","-2,35%"
"24.07.2017","3,8350","3,8000","3,8600","3,7940","77,12M","0,87%"
"21.07.2017","3,8020","3,7685","3,8400","3,7320","64,85M","1,37%"
"20.07.2017","3,7505","3,7900","3,8225","3,7300","72,66M","-1,85%"
"19.07.2017","3,8210","3,8300","3,8445","3,7850","64,50M","0,09%"
"18.07.2017","3,8175","3,8800","3,9150","3,8010","111,87M","-0,87%"
"17.07.2017","3,8510","3,8105","3,8800","3,7825","64,81M","0,82%"
"14.07.2017","3,8195","3,7915","3,8275","3,7660","56,14M","0,51%"
"13.07.2017","3,8000","3,8425","3,8535","3,7515","72,37M","-0,64%"
"12.07.2017","3,8245","3,7200","3,8640","3,7180","151,06M","3,09%"
"11.07.2017","3,7100","3,7700","3,7830","3,7100","57,58M","-1,33%"
"10.07.2017","3,7600","3,7400","3,7995","3,7365","61,10M","0,27%"
"07.07.2017","3,7500","3,7395","3,7750","3,7105","43,24M","-0,23%"
"06.07.2017","3,7585","3,7670","3,8055","3,7035","95,68M","-0,97%"
"05.07.2017","3,7955","3,8100","3,8220","3,7680","62,04M","-0,38%"
"04.07.2017","3,8100","3,8295","3,8430","3,7800","69,61M","0,26%"
"03.07.2017","3,8000","3,8490","3,9000","3,7915","127,82M","-0,86%"
"30.06.2017","3,8330","3,8405","3,8885","3,7910","114,60M","-0,85%"
"29.06.2017","3,8660","3,9140","3,9400","3,8420","64,89M","-1,26%"
"28.06.2017","3,9155","3,8800","3,9155","3,8170","78,77M","0,41%"
"27.06.2017","3,8995","3,8850","3,9500","3,8800","82,42M","-0,27%"
"26.06.2017","3,9100","3,8920","3,9730","3,8750","161,42M","0,46%"
"23.06.2017","3,8920","3,8000","3,9095","3,7905","103,51M","2,34%"
"22.06.2017","3,8030","3,7205","3,8590","3,7105","154,14M","1,33%"
"21.06.2017","3,7530","3,6610","3,7750","3,6155","158,56M","2,07%"
"20.06.2017","3,6770","3,6025","3,7000","3,6005","107,16M","2,12%"
"19.06.2017","3,6005","3,5880","3,6830","3,5610","165,57M","-2,50%"
"16.06.2017","3,6930","3,8505","3,8630","3,6930","334,74M","-3,95%"
"15.06.2017","3,8450","3,7925","3,8500","3,7315","320,59M","1,18%"
"14.06.2017","3,8000","4,0815","4,0815","3,8000","214,94M","-6,75%"
"13.06.2017","4,0750","4,0000","4,0840","3,9705","205,79M","2,19%"
"09.06.2017","3,9875","3,9345","3,9875","3,9130","41,15M","1,30%"
"08.06.2017","3,9365","3,8900","3,9390","3,8060","54,38M","1,96%"
"07.06.2017","3,8610","3,9300","3,9535","3,8610","40,17M","-2,01%"
"06.06.2017","3,9400","3,9000","3,9495","3,8800","31,70M","1,03%"
"05.06.2017","3,9000","3,9700","4,0000","3,9000","38,15M","-1,14%"
"02.06.2017","3,9450","4,0195","4,0195","3,9055","55,84M","-1,62%"
"01.06.2017","4,0100","3,9800","4,0100","3,9380","77,66M","0,53%"
"31.05.2017","3,9890","3,9795","4,0190","3,8750","96,12M","-0,27%"
"30.05.2017","4,0000","3,9450","4,0215","3,8850","52,50M","0,86%"
"29.05.2017","3,9660","4,1000","4,1085","3,9335","61,65M","-3,27%"
"26.05.2017","4,1000","4,0440","4,1010","4,0225","86,12M","0,99%"
"25.05.2017","4,0600","4,0005","4,0640","3,9875","62,28M","1,00%"
"24.05.2017","4,0200","3,9695","4,0200","3,9475","100,82M","1,73%"
"23.05.2017","3,9515","3,8670","3,9730","3,7980","71,85M","2,85%"
"22.05.2017","3,8420","3,9350","3,9350","3,7615","89,92M","-1,49%"
"19.05.2017","3,9000","3,9090","3,9480","3,8320","56,04M","1,67%"
"18.05.2017","3,8360","3,8700","3,9120","3,8200","51,78M","-1,03%"
"17.05.2017","3,8760","3,9250","3,9490","3,8760","57,35M","-2,12%"
"16.05.2017","3,9600","3,9845","4,0300","3,9105","68,43M","-1,59%"
"15.05.2017","4,0240","4,1000","4,1380","4,0000","77,31M","-1,85%"
"12.05.2017","4,1000","4,0800","4,1135","4,0550","84,05M","0,86%"
"11.05.2017","4,0650","4,0950","4,1050","4,0350","78,50M","-1,24%"
"10.05.2017","4,1160","4,0410","4,1335","4,0075","114,16M","3,42%"
"05.05.2017","3,9800","3,8610","4,0360","3,8610","55,42M","-1,73%"
"04.05.2017","4,0500","4,1000","4,1195","4,0220","59,52M","-0,52%"
"03.05.2017","4,0710","4,1695","4,1700","4,0670","69,26M","-2,00%"
"02.05.2017","4,1540","4,0785","4,1605","4,0425","111,18M","2,57%"
"28.04.2017","4,0500","3,9930","4,0700","3,9745","89,52M","0,93%"
"27.04.2017","4,0125","4,0210","4,0210","3,9425","54,60M","-0,45%"
"26.04.2017","4,0305","3,9905","4,0415","3,9305","89,80M","0,84%"
"25.04.2017","3,9970","4,0215","4,0300","3,9210","100,98M","0,53%"
"24.04.2017","3,9760","3,9695","4,0400","3,9075","108,81M","0,16%"
"21.04.2017","3,9695","3,8580","3,9800","3,8580","63,46M","2,36%"
"20.04.2017","3,8780","3,8835","3,9325","3,7665","326,39M","-0,97%"
"19.04.2017","3,9160","3,8990","3,9570","3,8605","102,45M","0,41%"
"18.04.2017","3,9000","3,9850","4,0320","3,8975","87,35M","-2,13%"
"17.04.2017","3,9850","3,9400","4,0250","3,9000","35,06M","0,86%"
"14.04.2017","3,9510","4,0150","4,0560","3,9400","26,29M","-2,32%"
"13.04.2017","4,0450","4,0750","4,0965","3,8790","206,64M","-0,49%"
"12.04.2017","4,0650","4,1120","4,1195","4,0500","173,00M","-0,66%"
"11.04.2017","4,0920","3,9100","4,1200","3,8465","202,50M","4,79%"
"10.04.2017","3,9050","4,0950","4,1500","3,8615","189,52M","-4,92%"
"07.04.2017","4,1070","4,1640","4,2080","4,0615","112,28M","-1,83%"
"06.04.2017","4,1835","4,1520","4,2085","4,1240","112,56M","0,49%"
"05.04.2017","4,1630","4,1015","4,1700","4,1015","117,56M","1,17%"
"04.04.2017","4,1150","4,0560","4,1470","4,0560","64,34M","0,38%"
"03.04.2017","4,0995","4,0100","4,0995","3,9610","70,89M","2,17%"
"31.03.2017","4,0125","4,1355","4,1485","3,9760","119,87M","-3,06%"
"30.03.2017","4,1390","4,1195","4,1630","4,0800","149,43M","0,79%"
"29.03.2017","4,1065","4,1290","4,1480","4,0625","67,21M","0,04%"
"28.03.2017","4,1050","4,1190","4,1380","4,0755","106,30M","0,12%"
"27.03.2017","4,1000","4,1150","4,1330","4,0285","107,22M","-0,80%"
"24.03.2017","4,1330","4,1400","4,1400","4,0775","65,37M","-0,14%"
"23.03.2017","4,1390","4,0600","4,1395","4,0020","165,71M","1,72%"
"22.03.2017","4,0690","3,9960","4,0690","3,9020","150,58M","1,34%"
"21.03.2017","4,0150","4,0255","4,0925","3,9500","146,06M","-1,11%"
